ein,org_name_display,org_addr_full,ntee_code_major_group,ntee_code_definition,geo_match_addr,geo_county,geo_lat,geo_lon
56-0121200,American Legion,"2940 FALSTAFF RD, RALEIGH, NC 27610-1840",UNDEFINED,UNDEFINED,"2940 Falstaff Rd, Raleigh, North Carolina, 27610",Wake County,35.7815979669343,-78.5879503837208
56-0163800,Carolina Country Club,"2500 GLENWOOD AVE, RALEIGH, NC 27608-1002",UNDEFINED,UNDEFINED,"2500 Glenwood Ave, Raleigh, North Carolina, 27608",Wake County,35.821629,-78.658299
56-0228750,Ancient Free & Accepted Masons Of North Carolina Grand Lodge,"2921 GLENWOOD AVE, RALEIGH, NC 27608-1009",UNDEFINED,UNDEFINED,"2921 Glenwood Ave, Raleigh, North Carolina, 27608",Wake County,35.8209078806338,-78.6642445698537
56-0340370,Independent Insurance Agents Of N Carolina,"101 WESTON OAKS CT, CARY, NC 27513-2256",UNDEFINED,UNDEFINED,"101 Weston Oaks Ct, Cary, North Carolina, 27513",Wake County,35.8241030547058,-78.7885469686364
56-0340390,North Carolina Automobile Dealers Association,"1029 WADE AVE, RALEIGH, NC 27605-1158",UNDEFINED,UNDEFINED,"1029 Wade Ave, Raleigh, North Carolina, 27605",Wake County,35.7992611209824,-78.6586224018985
56-0340440,North Carolina Bankers Association,"3601 HAWORTH DR, RALEIGH, NC 27609-7218",UNDEFINED,UNDEFINED,"3601 Haworth Dr, Raleigh, North Carolina, 27609",Wake County,35.8297853069423,-78.6340315395866
56-0340499,North Carolina Chamber,"701 CORPORATE CTR DR STE 27, RALEIGH, NC 27607-5084",UNDEFINED,UNDEFINED,"701 Corporate Center Dr, Raleigh, North Carolina, 27607",Wake County,35.7918871407465,-78.739718513762
56-0340503,PTA North Carolina Congress Of Parents And Teachers,"3501 GLENWOOD AVE, RALEIGH, NC 27612-4934",UNDEFINED,UNDEFINED,"3501 Glenwood Ave, Raleigh, North Carolina, 27612",Wake County,35.8261062445035,-78.6660769069475
56-0340590,North Carolina Farm Bureau Federation,"5301 GLENWOOD AVE, RALEIGH, NC 27612-3244",UNDEFINED,UNDEFINED,"5301 Glenwood Ave, Raleigh, North Carolina, 27612",Wake County,35.8478885244683,-78.6912203331404
56-0340977,North Carolina Petroleum Marketers Association,"7300 GLENWOOD AVE, RALEIGH, NC 27612-7150",UNDEFINED,UNDEFINED,"7300 Glenwood Ave, Raleigh, North Carolina, 27612",Wake County,35.8658303550116,-78.7163499817937
56-0341047,North Carolina Nurses Association,"4350 LASSITER AT N HLS, RALEIGH, NC 27609-5743",UNDEFINED,UNDEFINED,"4350 Lassiter at North Hills Ave, Raleigh, North Carolina, 27609",Wake County,35.8375687662879,-78.6431876533556
56-0341085,North Carolina Trucking Association,"407 N PERSON ST, RALEIGH, NC 27601-1050",UNDEFINED,UNDEFINED,"407 N Person St, Raleigh, North Carolina, 27601",Wake County,35.784904756593,-78.6345969640774
56-0370824,PTA North Carolina Congress,"1701 RDG RD, RALEIGH, NC 27607-6737",UNDEFINED,UNDEFINED,"1701 Ridge Rd, Raleigh, North Carolina, 27607",Wake County,35.812494,-78.6869865
56-0370850,Greater Raleigh Chamber Of Commerce,"800 S SALISBURY ST, RALEIGH, NC 27601-2202",UNDEFINED,UNDEFINED,"800 S Salisbury St, Raleigh, North Carolina, 27601",Wake County,35.7706548981189,-78.6403402037622
56-0371023,Greater Raleigh Merchants Association,"4001 HILLSBOROUGH ST, RALEIGH, NC 27607-5240",UNDEFINED,UNDEFINED,"4001 Hillsborough St, Raleigh, North Carolina, 27607",Wake County,35.7951195386925,-78.6927544571239
56-0466492,Gfwc Of North Carolina,"7474 CREEDMOOR RD 310, RALEIGH, NC 27613-1663",Community Improvement and Capacity Building,Women's Service Clubs,"7474 Creedmoor Rd, Raleigh, North Carolina, 27613",Wake County,35.8877809061977,-78.6795668355942
56-0469203,American Dairy Products Association,"1183 WIND CHIME CT STE 203, RALEIGH, NC 27615-0000",UNDEFINED,UNDEFINED,"Wind Chime Ct, Raleigh, North Carolina, 27615",Wake County,35.8745934560194,-78.6428418739867
56-0473547,North Carolina Beverage Association,"128 E HARGETT ST, RALEIGH, NC 27601-1460",UNDEFINED,UNDEFINED,"128 E Hargett St, Raleigh, North Carolina, 27601",Wake County,35.7781647532461,-78.6368973928675
56-0492569,North Carolina Restaurant Association,"222 N PERSON ST STE 210, RALEIGH, NC 27601-1067",Community Improvement and Capacity Building,Chambers of Commerce & Business Leagues,"222 N Person St, Ste 210, Raleigh, North Carolina, 27601",Wake County,35.7834404809857,-78.6346255986211
56-0499293,Chamber Of Commerce Inc Fuquay Varina,"121 N MAIN ST, FUQUAY VARINA, NC 27526-1933",UNDEFINED,UNDEFINED,"121 N Main St, Fuquay Varina, North Carolina, 27526",Wake County,35.585343,-78.7998659957295
56-0511901,Carolina Asphalt Pavement Association,"1101 HAYNES ST STE 209, RALEIGH, NC 27604-1455",UNDEFINED,UNDEFINED,"1101 Haynes St, Ste 209, Raleigh, North Carolina, 27604",Wake County,35.7948790927058,-78.6372841702342
56-0515838,Forest Education And Conservation Foundation,"1600 GLENWOOD AVE STE 1, RALEIGH, NC 27608-2356",Environment,Forest Conservation,"1600 Glenwood Ave, Floor 1, Raleigh, North Carolina, 27608",Wake County,35.8010520246985,-78.6459779724742
56-0521526,North Carolina Association Of Cpas,"2700 WYCLIFF RD STE 230, RALEIGH, NC 27607-3093",UNDEFINED,UNDEFINED,"2700 Wycliff Rd, Raleigh, North Carolina, 27607",Wake County,35.8201124359747,-78.6908399263668
56-0529943,Catholic Charities Of The Diocese Of Raleigh,"7200 STONEHENGE DR, RALEIGH, NC 27613-1622",UNDEFINED,UNDEFINED,"7200 Stonehenge Dr, Raleigh, North Carolina, 27613",Wake County,35.8870275045876,-78.6811121790646
56-0529984,Boy Scouts Of America,"3231 ATLANTIC AVE, RALEIGH, NC 27604-1639",UNDEFINED,UNDEFINED,"3231 Atlantic Ave, Raleigh, North Carolina, 27604",Wake County,35.8248723916554,-78.6072434335505
56-0529988,William Peace University,"15 E PEACE ST, RALEIGH, NC 27604-1176",Education,Community or Junior Colleges,"15 E Peace St, Raleigh, North Carolina, 27604",Wake County,35.787988917969,-78.6375582912748
56-0530235,Shaw University,"118 E S ST, RALEIGH, NC 27601-2341",Education,Undergraduate College (4-year),"27601-2341, Raleigh, North Carolina",Wake County,35.772021,-78.6375315
56-0530242,Meredith College,"3800 HILLSBOROUGH ST, RALEIGH, NC 27607-5237",Education,University or Technological Institute,"3800 Hillsborough St, Raleigh, North Carolina, 27607",Wake County,35.798292,-78.688836
56-0530247,Christ Church,"120 E EDENTON ST, RALEIGH, NC 27601-1014",UNDEFINED,UNDEFINED,"120 E Edenton St, Raleigh, North Carolina, 27601",Wake County,35.7811205889263,-78.6374908112701
56-0532314,Saint Marys School,"900 HILLSBOROUGH ST, RALEIGH, NC 27603-1610",Education,Community or Junior Colleges,"900 Hillsborough St, Raleigh, North Carolina, 27603",Wake County,35.7815938796519,-78.6531526961744
56-0543231,Child Evangelism Fellowship Of North Carolina,"611 SAINT MARYS ST, GARNER, NC 27529-3803",UNDEFINED,UNDEFINED,"611 Saint Marys St, Garner, North Carolina, 27529",Wake County,35.7031713163773,-78.6142002365404
56-0547478,Saint Augustines College,"1315 OAKWOOD AVE, RALEIGH, NC 27610-2247",Education,Undergraduate College (4-year),"1315 Oakwood Ave, Raleigh, North Carolina, 27610",Wake County,35.788086,-78.619491
56-0547482,Methodist Home For Children,"1041 WASHINGTON ST, RALEIGH, NC 27605-1259",Human Services,Group Homes,"1041 Washington St, Raleigh, North Carolina, 27605",Wake County,35.7951917727505,-78.6491196146057
56-0547491,Triangle Family Services,"3937 WESTERN BLVD, RALEIGH, NC 27606-1936",UNDEFINED,UNDEFINED,"3937 Western Blvd, Raleigh, North Carolina, 27606",Wake County,35.7842558373249,-78.692977660973
56-0547492,Edenton Street United Methodist Church,"228 W EDENTON ST, RALEIGH, NC 27603-1714",UNDEFINED,UNDEFINED,"228 W Edenton St, Raleigh, North Carolina, 27603",Wake County,35.7813573386517,-78.6424848476254
56-0547497,Biblical Recorder,"205 CONVENTION DR, CARY, NC 27511-4257",UNDEFINED,UNDEFINED,"205 Convention Dr, Cary, North Carolina, 27511",Wake County,35.7754284113909,-78.7573033534538
56-0552516,Zeta Psi Fraternity Of North America,"2009 FAIRVIEW RD UNIT 6193, RALEIGH, NC 27628-0809",UNDEFINED,UNDEFINED,"2009 Fairview Rd, Raleigh, North Carolina, 27628",Wake County,35.8045274518151,-78.6467122213629
56-0553535,Phi Kappa Tau Fraternity,"516B DAN ALLEN DR, RALEIGH, NC 27606-6110",Education,"Student Sororities, Fraternities","Dan Allen Dr, Raleigh, North Carolina, 27606",Wake County,35.7807516022419,-78.6799182669287
56-0554206,North Carolina Society Of Engineers,"108 GREYMIST LN, CARY, NC 27518-8966",UNDEFINED,UNDEFINED,"108 Greymist Ln, Cary, North Carolina, 27518",Wake County,35.7144231149228,-78.7774676960875
56-0556193,North Carolina Foundation Seed Producers,"8220 RILEY HL RD, ZEBULON, NC 27597-8773",UNDEFINED,UNDEFINED,"8220 Riley Hill Rd, Zebulon, North Carolina, 27597",Wake County,35.8413284908543,-78.3471558106932
56-0556306,Communication Workers Of America,"4915 WATERS EDGE DR STE 295, RALEIGH, NC 27606-2393",UNDEFINED,UNDEFINED,"4915 Waters Edge Dr, Ste 295, Raleigh, North Carolina, 27606",Wake County,35.7741735109356,-78.719994
56-0556747,Garner Road Community Center,"2235 GARNER RD, RALEIGH, NC 27610-4609",Community Improvement and Capacity Building,"Community, Neighborhood Development","2235 Garner Rd, Raleigh, North Carolina, 27610",Wake County,35.7498435459059,-78.6313458300543
56-0556755,North Carolina Symphony Society,"3700 GLENWOOD AVE STE 130, RALEIGH, NC 27612-5530","Arts, Culture and Humanities",Symphony Orchestras,"3700 Glenwood Ave, Ste 130, Raleigh, North Carolina, 27612",Wake County,35.830492228432,-78.666781069335
56-0560328,First Presbyterian Church,"112 S SALISBURY ST, RALEIGH, NC 27601-1344",UNDEFINED,UNDEFINED,"112 S Salisbury St, Raleigh, North Carolina, 27601",Wake County,35.7791426924808,-78.6401758316981
56-0562849,Junior League Of Raleigh,"711 HILLSBOROUGH ST, RALEIGH, NC 27603-1605",Community Improvement and Capacity Building,Women's Service Clubs,"711 Hillsborough St, Raleigh, North Carolina, 27603",Wake County,35.7808468170698,-78.6501017966992
56-0564520,Sigma Pi Fraternity International,"144 FAIRCLOTH ST, RALEIGH, NC 27607-4053",UNDEFINED,UNDEFINED,"144 Faircloth St, Raleigh, North Carolina, 27607",Wake County,35.7956436635105,-78.6841016324651
56-0564547,United Way Of North Carolina,"1130 KILDAIRE FARM RD STE 100, CARY, NC 27511-4561","Philanthropy, Voluntarism and Grantmaking Foundations",Federated Giving Programs,"1130 Kildaire Farm Rd, Ste 100, Cary, North Carolina, 27511",Wake County,35.7679107854751,-78.7822828969355
56-0576150,Calvary Baptist Church Incorporated Of Raleigh North Carolina,"2500 NEW BERN AVE, RALEIGH, NC 27610-1819",UNDEFINED,UNDEFINED,"2500 New Bern Ave, Raleigh, North Carolina, 27610",Wake County,35.7830000834733,-78.592459547118
56-0583941,North Carolina Bar Association,"8000 WESTON PKWY, CARY, NC 27513-2153",UNDEFINED,UNDEFINED,"8000 Weston Pkwy, Cary, North Carolina, 27513",Wake County,35.8296435774415,-78.7942349297423
56-0588469,Episcopal Diocese Of North Carolina,"200 W MORGAN ST STE 300, RALEIGH, NC 27601-1563",UNDEFINED,UNDEFINED,"200 W Morgan St, Ste 300, Raleigh, North Carolina, 27601",Wake County,35.7797294304921,-78.6420208760748
56-0591293,Roman Catholic Diocese Of Raleigh,"7200 STONEHENGE DR, RALEIGH, NC 27613-1622",Religion-Related,Roman Catholic,"7200 Stonehenge Dr, Raleigh, North Carolina, 27613",Wake County,35.8870275045876,-78.6811121790646
56-0591307,The Young Mens Christian Association Of The Triangle Area I,"801 CORPORATE CTR DR STE 200, RALEIGH, NC 27607-5243",Human Services,Young Men's or Women's Associations,"801 Corporate Center Dr, Ste 200, Raleigh, North Carolina, 27607",Wake County,35.7929893538865,-78.739432433521
56-0603909,Our Lady Of Lourdes Catholic Parish Of Raleigh,"2718 OVERBROOK DR, RALEIGH, NC 27608-1524",UNDEFINED,UNDEFINED,"2718 Overbrook Dr, Raleigh, North Carolina, 27608",Wake County,35.8190066347739,-78.6349387056381
56-0611554,West Raleigh Presbyterian Church Raleigh N Carolina Presbyterian Ch,"27 HORNE ST, RALEIGH, NC 27607-7221",UNDEFINED,UNDEFINED,"27 Horne St, Raleigh, North Carolina, 27607",Wake County,35.7882836636274,-78.6678944427258
